# Generated by scripts/generate_legacy_iab_mapping.py.
# Re-run if 2_1.tsv or 3_0.tsv change.
# Empty v30_id with match_type=descriptive-vector-dropped means the
# legacy id was a Channel/Type/Media-Format/Language/Source/Source-Geo
# descriptor that 3.0 removed from topical content. Drop on migrate.
legacy_id	v30_id	label	match_type
1036		Amharic	descriptive-vector-dropped
1037		Aragonese	descriptive-vector-dropped
1038		Arabic	descriptive-vector-dropped
1039		Assamese	descriptive-vector-dropped
1040		Avaric	descriptive-vector-dropped
1041		Aymara	descriptive-vector-dropped
1042		Azerbaijani	descriptive-vector-dropped
1043		Bashkir	descriptive-vector-dropped
1044		Belarusian	descriptive-vector-dropped
1045		Bulgarian	descriptive-vector-dropped
1046		Bihari	descriptive-vector-dropped
1047		Bislama	descriptive-vector-dropped
1048		Bambara	descriptive-vector-dropped
1049		Bengali	descriptive-vector-dropped
1050		Tibetan	descriptive-vector-dropped
1051		Breton	descriptive-vector-dropped
1052		Bosnian	descriptive-vector-dropped
1053		Catalan	descriptive-vector-dropped
1054		Chechen	descriptive-vector-dropped
1055		Chamorro	descriptive-vector-dropped
1056		Corsican	descriptive-vector-dropped
1057		Cree	descriptive-vector-dropped
1058		Czech	descriptive-vector-dropped
1059		Old Church Slavonic	descriptive-vector-dropped
1060		Chuvash	descriptive-vector-dropped
1061		Welsh	descriptive-vector-dropped
1062		Danish	descriptive-vector-dropped
1063		German	descriptive-vector-dropped
1064		Divehi	descriptive-vector-dropped
1065		Dzongkha	descriptive-vector-dropped
1066		Ewe	descriptive-vector-dropped
1067		Greek	descriptive-vector-dropped
1068		English	descriptive-vector-dropped
1069		Esperanto	descriptive-vector-dropped
1070		Spanish	descriptive-vector-dropped
1071		Estonian	descriptive-vector-dropped
1072		Basque	descriptive-vector-dropped
1073		Farsi	descriptive-vector-dropped
1074		Fula	descriptive-vector-dropped
1075		Finnish	descriptive-vector-dropped
1076		Fijian	descriptive-vector-dropped
1077		Faroese	descriptive-vector-dropped
1078		French	descriptive-vector-dropped
1079		Western Frisian	descriptive-vector-dropped
1080		Irish	descriptive-vector-dropped
1081		Scottish Gaelic	descriptive-vector-dropped
1082		Galician	descriptive-vector-dropped
1083		Guarani	descriptive-vector-dropped
1084		Gujarati	descriptive-vector-dropped
1085		Manx	descriptive-vector-dropped
1086		Hausa	descriptive-vector-dropped
1087		Hebrew	descriptive-vector-dropped
1088		Hindi	descriptive-vector-dropped
1089		Hiri Motu	descriptive-vector-dropped
1090		Croatian	descriptive-vector-dropped
1091		Haitian	descriptive-vector-dropped
1092		Hungarian	descriptive-vector-dropped
1093		Armenian	descriptive-vector-dropped
1094		Herero	descriptive-vector-dropped
1095		Interlingua	descriptive-vector-dropped
1096		Indonesian	descriptive-vector-dropped
1097		Interlingue	descriptive-vector-dropped
1098		Igbo	descriptive-vector-dropped
1099		Nuosu	descriptive-vector-dropped
1100		Inupiaq	descriptive-vector-dropped
1101		Ido	descriptive-vector-dropped
1102		Icelandic	descriptive-vector-dropped
1103		Italian	descriptive-vector-dropped
1104		Inuktitut	descriptive-vector-dropped
1105		Japanese	descriptive-vector-dropped
1106		Javanese	descriptive-vector-dropped
1107		Georgian	descriptive-vector-dropped
1108		Kongo	descriptive-vector-dropped
1109		Kikuyu	descriptive-vector-dropped
1110		Kwanyama	descriptive-vector-dropped
1111		Kazakh	descriptive-vector-dropped
1112		Kalaallisut	descriptive-vector-dropped
1113		Khmer	descriptive-vector-dropped
1114		Kannada	descriptive-vector-dropped
1115		Korean	descriptive-vector-dropped
1116		Kanuri	descriptive-vector-dropped
1117		Kashmiri	descriptive-vector-dropped
1118		Kurdish	descriptive-vector-dropped
1119		Komi	descriptive-vector-dropped
1120		Cornish	descriptive-vector-dropped
1121		Kyrgyz	descriptive-vector-dropped
1122		Latin	descriptive-vector-dropped
1123		Luxembourgish	descriptive-vector-dropped
1124		Ganda	descriptive-vector-dropped
1125		Limburgish	descriptive-vector-dropped
1126		Lingala	descriptive-vector-dropped
1127		Lao	descriptive-vector-dropped
1128		Lithuanian	descriptive-vector-dropped
1129		Luba-Katanga	descriptive-vector-dropped
1130		Latvian	descriptive-vector-dropped
1131		Malagasy	descriptive-vector-dropped
1132		Marshallese	descriptive-vector-dropped
1133		Māori	descriptive-vector-dropped
1134		Macedonian	descriptive-vector-dropped
1135		Malayalam	descriptive-vector-dropped
1136		Mongolian	descriptive-vector-dropped
1137		Marathi	descriptive-vector-dropped
1138		Malay	descriptive-vector-dropped
1139		Maltese	descriptive-vector-dropped
1140		Burmese	descriptive-vector-dropped
1141		Nauruan	descriptive-vector-dropped
1142		Norwegian Bokmal	descriptive-vector-dropped
1143		Northern Ndebele	descriptive-vector-dropped
1144		Nepali	descriptive-vector-dropped
1145		Ndonga	descriptive-vector-dropped
1146		Dutch	descriptive-vector-dropped
1147		Norwegian Nynorsk	descriptive-vector-dropped
1148		Norwegian	descriptive-vector-dropped
1149		Southern Ndebele	descriptive-vector-dropped
1150		Navajo	descriptive-vector-dropped
1151		Chichewa	descriptive-vector-dropped
1152		Occitan	descriptive-vector-dropped
1153		Ojibwe	descriptive-vector-dropped
1154		Oromo	descriptive-vector-dropped
1155		Oriya	descriptive-vector-dropped
1156		Ossetian	descriptive-vector-dropped
1157		Punjabi	descriptive-vector-dropped
1158		Pali	descriptive-vector-dropped
1159		Polish	descriptive-vector-dropped
1160		Pashto	descriptive-vector-dropped
1161		Portuguese	descriptive-vector-dropped
1162		Quechua	descriptive-vector-dropped
1163		Romansh	descriptive-vector-dropped
1164		Kirundi	descriptive-vector-dropped
1165		Romanian	descriptive-vector-dropped
1166		Russian	descriptive-vector-dropped
1167		Kinyarwanda	descriptive-vector-dropped
1168		Sanskrit	descriptive-vector-dropped
1169		Sardinian	descriptive-vector-dropped
1170		Sindhi	descriptive-vector-dropped
1171		Northern Sami	descriptive-vector-dropped
1172		Sango	descriptive-vector-dropped
1173		Sinhala	descriptive-vector-dropped
1174		Slovak	descriptive-vector-dropped
1175		Slovene	descriptive-vector-dropped
1176		Samoan	descriptive-vector-dropped
1177		Shona	descriptive-vector-dropped
1178		Somali	descriptive-vector-dropped
1179		Albanian	descriptive-vector-dropped
1180		Serbian	descriptive-vector-dropped
1181		Swati	descriptive-vector-dropped
1182		Southern Sotho	descriptive-vector-dropped
1183		Sundanese	descriptive-vector-dropped
1184		Swedish	descriptive-vector-dropped
1185		Swahili	descriptive-vector-dropped
1186		Tamil	descriptive-vector-dropped
1187		Telugu	descriptive-vector-dropped
1188		Tajik	descriptive-vector-dropped
1189		Thai	descriptive-vector-dropped
1190		Tigrinya	descriptive-vector-dropped
1191		Turkmen	descriptive-vector-dropped
1192		Tagalog	descriptive-vector-dropped
1193		Tswana	descriptive-vector-dropped
1194		Tonga	descriptive-vector-dropped
1195		Turkish	descriptive-vector-dropped
1196		Tsonga	descriptive-vector-dropped
1197		Tatar	descriptive-vector-dropped
1198		Twi	descriptive-vector-dropped
1199		Tahitian	descriptive-vector-dropped
1200		Uyghur	descriptive-vector-dropped
1201		Ukrainian	descriptive-vector-dropped
1202		Urdu	descriptive-vector-dropped
1203		Uzbek	descriptive-vector-dropped
1204		Venda	descriptive-vector-dropped
1205		Vietnamese	descriptive-vector-dropped
1206		Volapuk	descriptive-vector-dropped
1207		Walloon	descriptive-vector-dropped
1208		Wolof	descriptive-vector-dropped
1209		Xhosa	descriptive-vector-dropped
1210		Yiddish	descriptive-vector-dropped
1211		Yoruba	descriptive-vector-dropped
1212		Zhuang	descriptive-vector-dropped
1213		Chinese	descriptive-vector-dropped
1214		Zulu	descriptive-vector-dropped
1215		Content Source	descriptive-vector-dropped
1216		Professionally Produced	descriptive-vector-dropped
1217		User Generated	descriptive-vector-dropped
1218		Aggregated/Curated	descriptive-vector-dropped
1219		Content Source Geo	descriptive-vector-dropped
1220		Continent	descriptive-vector-dropped
1221		Asia	descriptive-vector-dropped
1222		Africa	descriptive-vector-dropped
1223		North America	descriptive-vector-dropped
1224		South America	descriptive-vector-dropped
1225		Antarctica	descriptive-vector-dropped
1226		Europe	descriptive-vector-dropped
1227		Antarctica	descriptive-vector-dropped
1228		Country	descriptive-vector-dropped
1229		Afghanistan	descriptive-vector-dropped
1230		Aland Islands	descriptive-vector-dropped
1231		Albania	descriptive-vector-dropped
1232		Algeria	descriptive-vector-dropped
1233		American Samoa	descriptive-vector-dropped
1234		Andorra	descriptive-vector-dropped
1235		Angola	descriptive-vector-dropped
1236		Anguilla	descriptive-vector-dropped
1237		Antarctica	descriptive-vector-dropped
1238		Antigua and Barbuda	descriptive-vector-dropped
1239		Argentina	descriptive-vector-dropped
1240		Armenia	descriptive-vector-dropped
1241		Aruba	descriptive-vector-dropped
1242		Australia	descriptive-vector-dropped
1243		Austria	descriptive-vector-dropped
1244		Azerbaijan	descriptive-vector-dropped
1245		Bahrain	descriptive-vector-dropped
1246		Bangladesh	descriptive-vector-dropped
1247		Barbados	descriptive-vector-dropped
1248		Belarus	descriptive-vector-dropped
1249		Belgium	descriptive-vector-dropped
1250		Belize	descriptive-vector-dropped
1251		Benin	descriptive-vector-dropped
1252		Bermuda	descriptive-vector-dropped
1253		Bhutan	descriptive-vector-dropped
1254		Bolivarian Republic of Venezuela	descriptive-vector-dropped
1255		Bolivia	descriptive-vector-dropped
1256		Bonaire, Sint Eustatius and Saba	descriptive-vector-dropped
1257		Bosnia and Herzegovina	descriptive-vector-dropped
1258		Botswana	descriptive-vector-dropped
1259		Bouvet Island	descriptive-vector-dropped
1260		Brazil	descriptive-vector-dropped
1261		British Virgin Islands	descriptive-vector-dropped
1262		Brunei Darussalam	descriptive-vector-dropped
1263		Bulgaria	descriptive-vector-dropped
1264		Burkina Faso	descriptive-vector-dropped
1265		Burundi	descriptive-vector-dropped
1266		Cabo Verde	descriptive-vector-dropped
1267		Cambodia	descriptive-vector-dropped
1268		Cameroon	descriptive-vector-dropped
1269		Canada	descriptive-vector-dropped
1270		Chad	descriptive-vector-dropped
1271		Chile	descriptive-vector-dropped
1272		China	descriptive-vector-dropped
1273		Christmas Island	descriptive-vector-dropped
1274		Colombia	descriptive-vector-dropped
1275		Costa Rica	descriptive-vector-dropped
1276		Cote d'Ivoire	descriptive-vector-dropped
1277		Croatia	descriptive-vector-dropped
1278		Cuba	descriptive-vector-dropped
1279		Curaçao	descriptive-vector-dropped
1280		Cyprus	descriptive-vector-dropped
1281		Czechia	descriptive-vector-dropped
1282		Denmark	descriptive-vector-dropped
1283		Djibouti	descriptive-vector-dropped
1284		Dominica	descriptive-vector-dropped
1285		Ecuador	descriptive-vector-dropped
1286		Egypt	descriptive-vector-dropped
1287		El Salvador	descriptive-vector-dropped
1288		Equatorial Guinea	descriptive-vector-dropped
1289		Eritrea	descriptive-vector-dropped
1290		Estonia	descriptive-vector-dropped
1291		Ethiopia	descriptive-vector-dropped
1292		Federated States of Micronesia	descriptive-vector-dropped
1293		Fiji	descriptive-vector-dropped
1294		Finland	descriptive-vector-dropped
1295		France	descriptive-vector-dropped
1296		French Guiana	descriptive-vector-dropped
1297		French Polynesia	descriptive-vector-dropped
1298		Gabon	descriptive-vector-dropped
1299		Georgia	descriptive-vector-dropped
1300		Germany	descriptive-vector-dropped
1301		Ghana	descriptive-vector-dropped
1302		Gibraltar	descriptive-vector-dropped
1303		Greece	descriptive-vector-dropped
1304		Greenland	descriptive-vector-dropped
1305		Grenada	descriptive-vector-dropped
1306		Guadeloupe	descriptive-vector-dropped
1307		Guam	descriptive-vector-dropped
1308		Guatemala	descriptive-vector-dropped
1309		Guernsey	descriptive-vector-dropped
1310		Guinea	descriptive-vector-dropped
1311		Guinea-Bissau	descriptive-vector-dropped
1312		Guyana	descriptive-vector-dropped
1313		Haiti	descriptive-vector-dropped
1314		Heard Island and McDonald Islands	descriptive-vector-dropped
1315		Honduras	descriptive-vector-dropped
1316		Hong Kong	descriptive-vector-dropped
1317		Hungary	descriptive-vector-dropped
1318		Iceland	descriptive-vector-dropped
1319		India	descriptive-vector-dropped
1320		Indonesia	descriptive-vector-dropped
1321		Iraq	descriptive-vector-dropped
1322		Ireland	descriptive-vector-dropped
1323		Islamic Republic of Iran	descriptive-vector-dropped
1324		Isle of Man	descriptive-vector-dropped
1325		Israel	descriptive-vector-dropped
1326		Italy	descriptive-vector-dropped
1327		Jamaica	descriptive-vector-dropped
1328		Japan	descriptive-vector-dropped
1329		Jersey	descriptive-vector-dropped
1330		Jordan	descriptive-vector-dropped
1331		Kazakhstan	descriptive-vector-dropped
1332		Kenya	descriptive-vector-dropped
1333		Kiribati	descriptive-vector-dropped
1334		Kuwait	descriptive-vector-dropped
1335		Kyrgyzstan	descriptive-vector-dropped
1336		Latvia	descriptive-vector-dropped
1337		Lebanon	descriptive-vector-dropped
1338		Lesotho	descriptive-vector-dropped
1339		Liberia	descriptive-vector-dropped
1340		Libya	descriptive-vector-dropped
1341		Liechtenstein	descriptive-vector-dropped
1342		Lithuania	descriptive-vector-dropped
1343		Luxembourg	descriptive-vector-dropped
1344		Macao	descriptive-vector-dropped
1345		Madagascar	descriptive-vector-dropped
1346		Malawi	descriptive-vector-dropped
1347		Malaysia	descriptive-vector-dropped
1348		Maldives	descriptive-vector-dropped
1349		Mali	descriptive-vector-dropped
1350		Malta	descriptive-vector-dropped
1351		Martinique	descriptive-vector-dropped
1352		Mauritania	descriptive-vector-dropped
1353		Mauritius	descriptive-vector-dropped
1354		Mayotte	descriptive-vector-dropped
1355		Mexico	descriptive-vector-dropped
1356		Monaco	descriptive-vector-dropped
1357		Mongolia	descriptive-vector-dropped
1358		Montenegro	descriptive-vector-dropped
1359		Montserrat	descriptive-vector-dropped
1360		Morocco	descriptive-vector-dropped
1361		Mozambique	descriptive-vector-dropped
1362		Myanmar	descriptive-vector-dropped
1363		Namibia	descriptive-vector-dropped
1364		Nauru	descriptive-vector-dropped
1365		Nepal	descriptive-vector-dropped
1366		New Caledonia	descriptive-vector-dropped
1367		New Zealand	descriptive-vector-dropped
1368		Nicaragua	descriptive-vector-dropped
1369		Nigeria	descriptive-vector-dropped
1370		Niue	descriptive-vector-dropped
1371		Norfolk Island	descriptive-vector-dropped
1372		Norway	descriptive-vector-dropped
1373		Oman	descriptive-vector-dropped
1374		Pakistan	descriptive-vector-dropped
1375		Palau	descriptive-vector-dropped
1376		Panama	descriptive-vector-dropped
1377		Papua New Guinea	descriptive-vector-dropped
1378		Paraguay	descriptive-vector-dropped
1379		Peru	descriptive-vector-dropped
1380		Pitcairn	descriptive-vector-dropped
1381		Poland	descriptive-vector-dropped
1382		Portugal	descriptive-vector-dropped
1383		Puerto Rico	descriptive-vector-dropped
1384		Qatar	descriptive-vector-dropped
1385		Reunion	descriptive-vector-dropped
1386		Romania	descriptive-vector-dropped
1387		Rwanda	descriptive-vector-dropped
1388		Saint Barthelemy	descriptive-vector-dropped
1389		Saint Helena, Ascension and Tristan da Cunha	descriptive-vector-dropped
1390		Saint Kitts and Nevis	descriptive-vector-dropped
1391		Saint Lucia	descriptive-vector-dropped
1392		Saint Martin	descriptive-vector-dropped
1393		Saint Pierre and Miquelon	descriptive-vector-dropped
1394		Saint Vincent and the Grenadines	descriptive-vector-dropped
1395		Samoa	descriptive-vector-dropped
1396		San Marino	descriptive-vector-dropped
1397		Sao Tome and Principe	descriptive-vector-dropped
1398		Saudi Arabia	descriptive-vector-dropped
1399		Senegal	descriptive-vector-dropped
1400		Serbia	descriptive-vector-dropped
1401		Seychelles	descriptive-vector-dropped
1402		Sierra Leone	descriptive-vector-dropped
1403		Singapore	descriptive-vector-dropped
1404		Sint Maarten	descriptive-vector-dropped
1405		Slovakia	descriptive-vector-dropped
1406		Slovenia	descriptive-vector-dropped
1407		Solomon Islands	descriptive-vector-dropped
1408		Somalia	descriptive-vector-dropped
1409		South Africa	descriptive-vector-dropped
1410		South Georgia and the South Sandwich Islands	descriptive-vector-dropped
1411		South Sudan	descriptive-vector-dropped
1412		Spain	descriptive-vector-dropped
1413		Sri Lanka	descriptive-vector-dropped
1414		State of Palestine	descriptive-vector-dropped
1415		Suriname	descriptive-vector-dropped
1416		Svalbard and Jan Mayen	descriptive-vector-dropped
1417		Swaziland	descriptive-vector-dropped
1418		Sweden	descriptive-vector-dropped
1419		Switzerland	descriptive-vector-dropped
1420		Syrian Arab Republic	descriptive-vector-dropped
1421		Taiwan (Province of China)	descriptive-vector-dropped
1422		Tajikistan	descriptive-vector-dropped
1423		Thailand	descriptive-vector-dropped
1424		The Bahamas	descriptive-vector-dropped
1425		The British Indian Ocean Territory	descriptive-vector-dropped
1426		The Cayman Islands	descriptive-vector-dropped
1427		The Central African Republic	descriptive-vector-dropped
1428		The Cocos Islands	descriptive-vector-dropped
1429		The Comoros	descriptive-vector-dropped
1430		The Congo	descriptive-vector-dropped
1431		The Cook Islands	descriptive-vector-dropped
1432		The Democratic People's Republic of Korea	descriptive-vector-dropped
1433		the Democratic Republic of the Congo	descriptive-vector-dropped
1434		The Dominican Republic	descriptive-vector-dropped
1435		The Falkland Islands	descriptive-vector-dropped
1436		The Faroe Islands	descriptive-vector-dropped
1437		The former Yugoslav Republic of Macedonia	descriptive-vector-dropped
1438		The French Southern Territories	descriptive-vector-dropped
1439		The Gambia	descriptive-vector-dropped
1440		The Holy See	descriptive-vector-dropped
1441		The Lao People's Democratic Republic	descriptive-vector-dropped
1442		The Marshall Islands	descriptive-vector-dropped
1443		The Netherlands	descriptive-vector-dropped
1444		The Niger	descriptive-vector-dropped
1445		The Northern Mariana Islands	descriptive-vector-dropped
1446		The Philippines	descriptive-vector-dropped
1447		The Republic of Korea	descriptive-vector-dropped
1448		The Republic of Moldova	descriptive-vector-dropped
1449		The Russian Federation	descriptive-vector-dropped
1450		The Sudan	descriptive-vector-dropped
1451		The Turks and Caicos Islands	descriptive-vector-dropped
1452		The United Arab Emirates	descriptive-vector-dropped
1453		The United Kingdom of Great Britain and Northern Ireland	descriptive-vector-dropped
1454		The United States Minor Outlying Islands	descriptive-vector-dropped
1455		The United States of America	descriptive-vector-dropped
1456		Timor-Leste	descriptive-vector-dropped
1457		Togo	descriptive-vector-dropped
1458		Tokelau	descriptive-vector-dropped
1459		Tonga	descriptive-vector-dropped
1460		Trinidad and Tobago	descriptive-vector-dropped
1461		Tunisia	descriptive-vector-dropped
1462		Turkey	descriptive-vector-dropped
1463		Turkmenistan	descriptive-vector-dropped
1464		Tuvalu	descriptive-vector-dropped
1465		U.S. Virgin Islands	descriptive-vector-dropped
1466		Uganda	descriptive-vector-dropped
1467		Ukraine	descriptive-vector-dropped
1468		United Republic of Tanzania	descriptive-vector-dropped
1469		Uruguay	descriptive-vector-dropped
1470		Uzbekistan	descriptive-vector-dropped
1471		Vanuatu	descriptive-vector-dropped
1472		Vietnam	descriptive-vector-dropped
1473		Wallis and Futuna	descriptive-vector-dropped
1474		Western Sahara	descriptive-vector-dropped
1475		Yemen	descriptive-vector-dropped
1476		Zambia	descriptive-vector-dropped
1477		Zimbabwe	descriptive-vector-dropped
1478		Region/State	descriptive-vector-dropped
1479		Metro	descriptive-vector-dropped
1480		City	descriptive-vector-dropped
